ID,RA,DEC,Label,Redshift,Host Redshift,Discovering Group/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag,Discovery Mag Filter,Discovery Date (UT),Sender,Ext. catalog/s,SDSS objid,SDSS type,SDSS distance,SDSS ra,SDSS dec,SDSS u,SDSS g,SDSS r,SDSS i,SDSS z,SDSS obj,SDSS run,SDSS rerun,SDSS field,SDSS camcol
14541,43.21262,42.20715,SN,0.012,0.012192,"LOSS, Pan-STARRS1",NUTS,LOSS, Pan-STARRS1,kait-16ay,"Other - Other, PS1 - GPC1",NOT - ALFOSC,1,1,,17.5,Clear-,9/2/2016 12:30,Zheng,1.24E+18,3,0.100039463,43.21279356,42.20548764,16.87154,13.19595,12.237,11.79392,11.78736,485,3643,301,32,2
14484,19.72167,9.95986,SN,0.05,,iPTF,iPTF,iPTF,iPTF16foo,P48 - CFH12k,P60 - SED-Machine,1,1,9/11/2016,19.072,g-PTF,8/30/2016 12:23,iPTF_Bot1,,1.24E+18,3,0.011995624,19.72162933,9.959664127,17.9375,16.67776,16.12218,15.79049,15.52758,121,7767,301,66,4
14469,16.46821,8.21465,SN,0.04,,"iPTF, Pan-STARRS1",iPTF,iPTF, Pan-STARRS1,iPTF16foa,"P48 - CFH12k, PS1 - GPC1",P60 - SED-Machine,1,1,,19.832,g-PTF,8/30/2016 12:04,iPTF_Bot1,1.24E+18,3,0.04755857,16.46776778,8.215310845,19.81701,24.53641,24.09215,23.22275,21.49037,244,5656,301,124,6
14435,23.7105,21.41619,SN,0.03326,,ISSP,,ISSP,,Other - Other,BAO-2.16m - Phot-spec,1,1,,17.8,Clear-,8/28/2016 2:52,Ciabattari,,1.24E+18,3,0.127339558,23.70918344,21.41445737,20.54558,20.29722,20.71566,20.67426,21.88014,160,7917,301,251,3
14337,330.04229,18.9632,SN,0.05,,iPTF,iPTF,iPTF,iPTF16fiz,P48 - CFH12k,P60 - SED-Machine,1,1,9/6/2016,19.4477,R-PTF,8/26/2016 6:41,iPTF_Bot1,,1.24E+18,3,0.007273873,330.042236,18.96309007,18.69983,18.51707,18.40414,18.11989,17.69428,246,8108,301,53,4
14210,353.44125,25.56403,SN,0.032,,"GaiaAlerts, iPTF",Padova-Asiago,GaiaAlerts, iPTF,Gaia16bbt,"Gaia - Gaia-photometric, P48 - CFH12k",Ekar - AFOSC,1,1,,18.65,G-Gaia,8/18/2016 21:40,Gaia_Bot1,1.24E+18,3,0.004896257,353.4413127,25.56408884,20.83824,19.88213,19.57364,19.40605,19.36286,841,4836,301,326,6
14080,29.51975,-0.87271,SN,0.08,,Pan-STARRS1,Padova-Asiago,Pan-STARRS1,PS16dtm,PS1 - GPC1,Ekar - AFOSC,1,1,,17.12,w-PS1,8/12/2016 13:46,PS1_Bot1,,1.24E+18,3,0.003960233,29.51980754,-0.872742349,19.68695,18.63085,18.07897,17.67555,17.53605,68,2700,301,63,1
14021,356.766,-1.72827,SN,0.037,,ATLAS,LCOGT SN-KP,ATLAS,ATLAS16cjd,ATLAS1 - ACAM1,FTN - FLOYDS-N,1,1,,17.78,cyan-ATLAS,8/7/2016 12:44,ATLAS_Bot1,,1.24E+18,3,0.008731934,356.766132,-1.728208675,18.24265,17.28433,16.82577,16.53826,16.36685,232,7778,301,295,5
13944,1.60517,-0.29614,SN,0.044,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS16dqv,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,20.02,w-PS1,8/3/2016 13:03,PS1_Bot1,,1.24E+18,6,0.020029711,1.605382956,-0.295882916,24.34898,23.48262,23.35957,23.96727,22.81088,686,4263,301,126,3
13787,0.77967,-1.91169,SN,0.024,,"ISSP, Pan-STARRS1, iPTF",iPTF,iPTF, ISSP, Pan-STARRS1,,"Other - Other, PS1 - GPC1, P48 - CFH12k",P60 - SED-Machine,1,1,,16.53,Clear-,8/3/2016 2:41,1.24E+18,3,0.006783548,0.779725966,-1.911788253,22.17128,21.6844,21.90153,24.28524,22.8269,170,6361,301,11,6
13775,353.60537,-6.57841,SN,0.03,,ATLAS,PESSTO,ATLAS,ATLAS16bwb,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,17.93,cyan-ATLAS,8/1/2016 12:11,ATLAS_Bot1,,1.24E+18,3,0.048167567,353.6045956,-6.578180405,19.77501,18.80389,18.41199,18.35412,18.29408,120,8100,301,277,5
13770,231.62308,41.7344,SN,0.0078,0.007799,"ASAS-SN, GaiaAlerts, Pan-STARRS1",NUTS,ASAS-SN, GaiaAlerts, Pan-STARRS1,ASASSN-16hy,"ASASSN-1 - Brutus, Other - Other, Gaia - Gaia-photometric, PS1 - GPC1",NOT - ALFOSC,1,1,,16.58,V-Johnson,8/3/2016 7:07,1.24E+18,3,0.017284575,231.6233466,41.73460836,22.96798,21.51832,21.3681,21.68045,22.33158,356,3918,301,225,3
13044,323.29629,0.93989,SN,0.05,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS16die,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.55,w-PS1,7/11/2016 11:01,Young,,1.24E+18,3,0.020356865,323.2960665,0.939634717,19.49945,18.54101,18.33718,18.14158,17.99266,788,4187,301,104,6
12558,252.03821,46.09005,SN,0.03,,"ATLAS, GaiaAlerts",,ATLAS, GaiaAlerts,ATLAS16bel,"ATLAS1 - ACAM1, Gaia - Gaia-photometric",P60 - SED-Machine,1,1,,18.42,cyan-ATLAS,6/6/2016 9:41,ATLAS_Bot1,1.24E+18,3,0.007846976,252.0380252,46.09007591,22.41503,22.06639,22.45521,22.20945,21.92135,508,4679,301,147,2
12494,359.05725,-0.54123,SN,0.022,0.022215,ASAS-SN,LCOGT SN-KP,ASAS-SN,ASASSN-16ft,ASASSN-1 - Brutus,FTN - FLOYDS-N,1,1,,18,V-Johnson,6/5/2016 13:55,Brown,,1.24E+18,3,0.073141141,359.0561347,-0.540737829,16.66848,15.41241,14.88,14.63214,14.41148,113,2728,301,407,2
12143,195.90487,55.10315,SN,0.03,,iPTF,iPTF,iPTF,iPTF16alp,P48 - CFH12k,Keck2 - DEIMOS,1,1,,20.12,g-PTF,4/30/2016 7:12,iPTF_Bot1,,1.24E+18,6,0.091513289,195.9073996,55.10266847,22.25869,21.36887,21.5843,21.40495,21.83446,94,3103,301,198,5
12142,183.77629,13.59303,SN,0.025,,iPTF,iPTF,iPTF,iPTF16alo,P48 - CFH12k,Keck2 - DEIMOS,1,1,,20.96,g-PTF,4/30/2016 4:19,iPTF_Bot1,,1.24E+18,6,0.224751552,183.7753923,13.59667281,21.71307,21.4446,21.34289,21.64811,22.38041,84,3836,301,233,6
12141,182.16512,18.29158,SN,0.043,,iPTF,iPTF,iPTF,iPTF16wf,P48 - CFH12k,Keck2 - DEIMOS,1,1,,18.74,g-PTF,3/9/2016 6:57,iPTF_Bot1,,1.24E+18,3,0.013338273,182.1649584,18.29141917,20.37759,19.53188,19.32876,19.22556,19.20389,241,5390,301,60,5
12140,119.14267,19.99733,SN,0.12,,iPTF,iPTF,iPTF,iPTF16qw,P48 - CFH12k,Keck2 - DEIMOS,1,1,,20.87,g-PTF,3/4/2016 3:36,iPTF_Bot1,,1.24E+18,3,0.047919418,119.1418866,19.99702025,19.6987,18.96051,18.72877,18.44388,18.65577,477,4335,301,55,6
11853,257.11083,25.51431,SN,0.01,,"POSS, LOSS, GaiaAlerts",,GaiaAlerts, LOSS, POSS,,"Other - Other, Gaia - Gaia-photometric",LT - SPRAT,1,1,,18.2,Clear-,4/18/2016 10:57,1.24E+18,6,0.050972965,257.1110367,25.51348118,24.321,25.11437,24.80203,24.3618,21.51613,163,3705,301,390,3
11705,134.16304,52.10228,SN,0.014,0.013519,"ASAS-SN, LOSS, Pan-STARRS1",,ASAS-SN, LOSS, Pan-STARRS1,,"Other - Other, ASASSN-1 - Brutus, PS1 - GPC1",Other - Other,1,1,,16.5,Clear-,4/12/2016 19:10,1.24E+18,6,0.123024222,134.1629244,52.10432917,24.47336,23.97213,22.47831,22.90056,22.73431,64,1895,301,197,6
11701,251.60746,40.04505,SN,0.03,,"PTSS, iPTF",iPTF,iPTF, PTSS,PTSS-16dbj,"CNEOST - STA1600, P48 - CFH12k",Keck2 - DEIMOS,1,1,,18.5,r-Sloan,4/10/2016 18:18,Li,1.24E+18,3,0.018271705,251.6078288,40.04493584,18.07432,16.70834,16.34702,16.18139,16.18376,452,2335,301,35,3
11700,235.12179,0.9101,SN,0.011,0.01173,"ASAS-SN, GaiaAlerts",PESSTO,ASAS-SN, GaiaAlerts,ASASSN-16eh,"ASASSN-1 - Brutus, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,16.3,V-Johnson,4/10/2016 10:33,Stanek,1.24E+18,3,0.021473851,235.1220555,0.910340076,18.04874,17.01442,16.67688,16.52227,16.42284,337,2327,301,85,2
11401,116.71967,39.02272,SN,0.014,,LOSS,LCOGT SN-KP,LOSS,,Other - Other,FTN - FLOYDS-N,1,1,,16.1,Clear-,3/7/2016 10:25,Tsuboi,,1.24E+18,3,0.05825171,116.7209021,39.0225578,22.17746,21.07666,20.99769,20.88747,20.94486,213,1345,301,53,4
10837,234.13529,16.61019,SN,0.007,,XOSS,PESSTO,XOSS,,"Other - Other, Sloan - SDSS I-II Spec",ESO-NTT - EFOSC2-NTT,1,1,,17.1,Clear-,2/12/2016 22:08,Sun,,1.24E+18,6,0.213924239,234.131734,16.60914097,18.82437,18.36722,17.99965,17.86716,17.93095,36,5237,301,173,3
10775,124.10246,25.99312,SN,0.045,,Pan-STARRS1,Pan-STARRS1,Pan-STARRS1,PS16aep,PS1 - GPC1,,1,1,,20.2416,w-PS1,2/4/2016 7:24,Young,,1.24E+18,6,0.169970721,124.1008442,25.99555225,25.04484,22.74509,22.18811,21.8219,22.26231,214,3560,301,108,4
10716,207.41879,4.24085,SN,0.023,0.0235,"SNHunt, GaiaAlerts",,CRTS, GaiaAlerts, SNHunt,SNhunt302,"Other - Other, Gaia - Gaia-photometric",,1,1,,18,V-crts-CRTS,2/5/2016 11:45,1.24E+18,6,0.119885405,207.417404,4.23940716,23.70904,22.63178,23.1215,22.14807,22.27146,44,2247,301,311,3
10698,138.47562,29.08134,SN,0.0536,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS16abo,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.1471,r-Sloan,1/29/2016 9:18,Young,,1.24E+18,3,0.036674242,138.4758114,29.0807521,17.79688,16.81147,16.36621,16.02039,15.85373,17,4335,301,187,2
10630,168.50708,67.85793,SN,0.02,,"Pan-STARRS1, GaiaAlerts",,GaiaAlerts, Pan-STARRS1,PS16zf,"PS1 - GPC1, Gaia - Gaia-photometric",LT - SPRAT,1,1,,19.7144,i-Sloan,1/25/2016 12:49,Young,1.24E+18,3,0.046987881,168.5051995,67.85826308,21.88857,20.67853,21.05258,21.53734,20.84384,135,1412,301,128,6
10516,206.71754,7.39706,SN,0.02,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS16uh,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.9052,r-Sloan,1/20/2016 14:02,Young,,1.24E+18,6,0.04127892,206.7181148,7.396674742,24.34435,22.93151,22.56497,23.03171,20.6216,200,3841,301,278,5
10039,124.14442,24.49537,SN,0.0297,,PESSTO,,PESSTO,PS16pf,PS1 - GPC1,Lijiang-2.4m - YFOSC,1,1,,18.1589,w-PS1,1/14/2016 12:17,Young,,1.24E+18,3,0.018982437,124.1446026,24.49563923,20.82223,20.32993,20.42608,20.38298,20.34216,22,3644,301,96,4
10022,116.43067,31.00772,SN,0.062,0.062,Pan-STARRS1,,Pan-STARRS1,PS16hx,PS1 - GPC1,,1,1,,20.7039,w-PS1,1/7/2016 8:18,Wright,,1.24E+18,3,0.058473495,116.4302266,31.00861742,19.01412,17.12512,16.17874,15.64308,15.23014,480,2822,301,65,5
26120,247.41083,40.23611,SN,0.028,0.028,,,,,Other - Other,Other - Other,1,1,,23.46,g-Sloan,5/20/2015 0:00,Sun,,1.24E+18,3,0.066403166,247.4097108,40.23540654,18.4578,16.99661,16.22299,15.80714,15.45882,64,2305,301,48,1
25680,258.6505,30.73567,SN,0.029,0.03,,,,,Other - Other,Other - Other,1,1,,18.3,Ha-,9/28/2015 12:00,Rodriguez Del Pino,,1.24E+18,6,0.111264623,258.6485265,30.73641924,23.07332,22.21817,22.45864,22.55397,22.51455,280,2335,301,108,3
10947,182.00042,19.74075,SN,0.015,,,PESSTO,,,Other - Other,ESO-NTT - EFOSC2-NTT,1,1,,16.9,Clear-,12/28/2015 2:11,Mikuz,,1.24E+18,3,0.156121072,181.9991113,19.743042,21.02498,19.80219,19.31488,19.07274,18.98504,50,5314,301,37,3
6539,80.74962,-0.13817,SN,,,,,,,,,0,1,,18.1,,12/2/2015 0:00,,,1.24E+18,6,0.03485989,80.75019926,-0.138125045,22.89874,22.88614,24.80202,24.3618,22.82689,382,259,301,495,3
6537,218.12162,49.89292,SN,,,,,,,,,0,1,,16.7,,11/28/2015 0:00,,,1.24E+18,6,0.04367457,218.1206569,49.89330062,24.4813,23.96275,23.03452,21.86545,22.173,52,3180,301,88,3
6534,17.44487,13.30803,SN,,,,,,,,,0,1,,16.8,,10/3/2015 0:00,,,1.24E+18,3,0.015149483,17.44498069,13.30780164,22.45956,22.26812,22.14349,22.6016,22.82689,94,4829,301,28,4
6529,203.67983,9.33872,SN,,,,,,,,,0,1,,16.6,,7/11/2015 0:00,,,1.24E+18,3,0.135647818,203.6778573,9.337570104,26.43979,13.8985,13.25931,12.90263,23.82269,52,3903,301,149,3
6528,152.04737,51.84469,SN,,,,,,,,,0,1,,16,,11/15/2015 0:00,,,1.24E+18,6,0.034399719,152.0482543,51.84486399,21.5629,21.16375,21.28909,21.49264,20.90872,90,2863,301,176,1
6514,356.77562,29.48539,SN,,,,,,,,,0,1,,17.3,,8/6/2015 0:00,,,1.24E+18,3,0.114676791,356.7737921,29.48644893,21.31109,20.92413,20.59057,20.61044,20.64005,141,8116,301,211,3
6563,109.17742,29.85631,SN,,,,,,,,,0,1,,17.2,,2/23/2015 0:00,,"
6562""",1.24E+18,3,0.043437351,109.1779042,29.85689969,21.58198,20.21382,19.63725,19.47646,19.09582,162,6585,301,167,1
6557,206.14029,4.78153,SN,,,,,,,,,0,1,,17.8,,4/9/2015 0:00,,,1.24E+18,6,0.078642312,206.1402277,4.780220765,21.75511,21.84987,21.81421,23.24575,22.66605,110,2247,301,302,4
6481,165.64667,50.58594,SN,,,,,,,,,0,1,,17.2,,11/20/2014 0:00,,,1.24E+18,6,0.124528286,165.6447063,50.58759927,23.19938,22.57319,22.3461,23.29053,21.40677,55,2830,301,339,3
6469,50.69329,0.15575,SN,,,,,,,,,0,1,,16.6,,10/14/2014 0:00,,,1.24E+18,6,0.091814753,50.69261023,0.154379028,24.5773,24.48653,23.88672,23.7452,21.43784,160,4136,301,156,4
6449,356.06679,10.77014,SN,,,,,,,,,0,1,,16.2,,8/31/2014 0:00,,,1.24E+18,6,0.03270111,356.066967,10.77065654,24.63464,23.3359,24.80203,24.3618,22.8269,25,7784,301,171,6
6448,14.94929,-7.57183,SN,,,,,,,,,0,1,,15.6,,9/2/2014 0:00,,,1.24E+18,6,0.029008519,14.9494668,-7.571379408,21.33798,22.92719,23.41615,24.3618,22.8269,112,8067,301,68,3
6429,351.92025,23.58928,SN,,,,,,,,,0,1,,17,,8/9/2014 0:00,,,1.24E+18,3,0.044902653,351.9210013,23.58898664,14.41679,13.5543,13.22409,13.10289,12.94854,19,7708,301,156,2
6400,184.74046,47.30314,SN,,,,,,,,,0,1,,14.8,,5/19/2014 0:00,,,1.24E+18,3,0.060656153,184.739603,47.30396721,12.50324,10.92141,10.10156,9.662837,9.389752,60,3530,301,386,3
6503,176.21733,19.45494,SN,,,,,,,,,0,1,,18.9,,2/23/2014 0:00,,,1.24E+18,3,0.047963109,176.2176315,19.45419286,16.16217,14.82723,14.1656,13.8214,13.51603,61,5313,301,111,3
6501,160.10408,53.96628,SN,,,,,,,,,0,1,,18.8,,2/21/2014 0:00,,,1.24E+18,3,0.142628519,160.1072437,53.96480111,20.16745,18.5,17.79754,17.43337,17.19004,73,2863,301,212,1
6237,242.87325,57.38103,SN,,,,,,,,,0,1,,18,,7/1/2013 0:00,,,1.24E+18,6,0.209158603,242.8792462,57.37972453,21.72702,21.65302,21.67471,22.10004,22.78978,253,4682,301,91,1
6212,218.49571,40.23908,SN,,,,DAO_OTS,,,,Plaskett Telescope - Plaskett,0,1,,15.7,,5/5/2013 0:00,,,1.24E+18,6,0.046709705,218.4950267,40.2385021,22.28612,22.17216,22.41972,24.32641,22.8269,227,3813,301,394,4
6187,161.71821,-1.39081,SN,,,,,,,,,0,1,,18.4,,4/14/2013 0:00,,,1.24E+18,3,0.017482004,161.7181687,-1.391098433,17.11744,16.51364,16.81568,16.79632,18.85899,14,1241,301,156,6
6183,170.37867,-3.51744,SN,,,,,,,,,0,1,,18.2,,4/14/2013 0:00,,,1.24E+18,3,0.019834238,170.3787856,-3.517749773,20.73002,19.73459,19.29934,19.00518,18.79125,294,2194,301,402,1
6178,162.11071,38.40219,SN,,,,,,,,,0,1,,17.9,,4/16/2013 0:00,,,1.24E+18,6,0.087963568,162.1107103,38.40072394,22.60919,21.83657,23.18633,24.3618,22.8269,28,4469,301,330,5
6161,157.74362,20.08136,SN,,,,,,,,,0,1,,20.3,,3/11/2013 0:00,,,1.24E+18,3,0.111951335,157.7417282,20.08192956,18.22948,16.93052,16.45903,16.22204,16.10119,123,5183,301,179,3
6152,192.47587,6.34461,SN,,,,,,,,,0,1,,18.2,,2/5/2013 0:00,,,1.24E+18,3,0.009782334,192.4757511,6.344497622,22.8477,22.31307,21.72102,21.54991,21.8568,606,3841,301,184,1
6151,169.73729,13.06372,SN,,,,,,,,,0,1,,15.6,,3/21/2013 0:00,,,1.24E+18,3,0.081998255,169.7386451,13.06407386,20.57705,25.11439,24.80204,24.36181,18.13834,100,3804,301,82,6
6140,218.18537,9.88675,SN,,,,,,,,,0,1,,17.6,,2/17/2013 0:00,,,1.24E+18,6,0.052401884,218.1845142,9.886521943,24.31847,22.04729,21.71084,21.48259,21.56548,62,3836,301,459,2
6089,129.92508,60.97111,SN,,,,,,,,,0,1,,17.7,,12/2/2012 0:00,,,1.24E+18,6,0.11657074,129.9243459,60.96920009,22.27586,22.50074,24.80203,24.3618,22.8269,222,4264,301,183,3
6070,43.19171,46.93119,SN,,,,,,,,,0,1,,17.7,,11/14/2012 0:00,,,1.24E+18,6,0.063567388,43.19108825,46.93021934,25.09956,22.9756,22.18478,21.47754,20.55634,106,3629,301,21,6
6060,69.04604,-5.08142,SN,,,,,,,,,0,1,,17.7,,10/27/2012 0:00,,,1.24E+18,3,0.08843108,69.04751946,-5.081444581,24.17738,21.45282,20.59144,20.04614,19.99869,332,1037,301,196,2
6059,326.29012,10.1035,SN,,,,,,,,,0,1,,16.8,,10/30/2012 0:00,,,1.24E+18,3,0.025693609,326.2904539,10.10377444,30.1753,19.73388,18.97285,19.23814,16.63293,128,7773,301,89,4
6054,313.10458,-5.771,SN,,,,,,,,,0,1,,17.8,,4/22/2012 0:00,,,1.24E+18,6,0.133359524,313.1062351,-5.77249289,22.55204,22.48305,22.64564,24.3618,22.1408,722,1737,301,39,5
6003,234.90187,-2.68353,SN,,,,,,,,,0,1,,17.6,,8/13/2012 0:00,,,1.24E+18,3,0.028496127,234.9022598,-2.683258109,21.75688,20.62592,20.23679,20.04809,20.20034,841,2379,301,171,1
5965,248.058,38.65697,SN,,,,,,,,,0,1,,18,,5/22/2012 0:00,,,1.24E+18,3,0.089936437,248.0572574,38.65558779,18.53413,17.40731,16.9921,16.72501,16.55686,332,3225,301,245,4
5963,190.60187,-7.04933,SN,,,,,,,,,0,1,,18.3,,5/25/2012 0:00,,,1.24E+18,3,0.023557934,190.6021118,-7.049019199,21.51272,21.27481,20.79767,20.72019,20.37642,81,6005,301,116,5
5948,186.73671,15.04597,SN,,,,,,,,,0,1,,18.2,,4/29/2012 0:00,,,1.24E+18,6,0.076313689,186.7354074,15.04615777,19.51423,18.08293,17.78854,17.5804,17.78051,28,3970,301,34,4
5943,198.87042,62.12994,SN,,,,,,,,,0,1,,17.6,,4/25/2012 0:00,,,1.24E+18,3,0.050085559,198.8687594,62.12963308,21.1798,20.38189,20.34827,20.43875,20.44863,91,2304,301,240,4
5932,235.306,15.57283,SN,,,,,,,,,0,1,,17.9,,3/27/2012 0:00,,,1.24E+18,6,0.059319704,235.3067712,15.57217766,22.99618,23.86416,23.39051,23.28375,22.86923,161,5330,301,41,5
5913,236.57296,10.75958,SN,,,,,,,,,0,1,,17.5,,3/16/2012 0:00,,,1.24E+18,6,0.019702925,236.5726887,10.75938812,21.54966,21.23974,21.12537,21.76019,21.22614,332,5326,301,243,3
5902,150.36333,36.67,SN,,,,,,,,,0,1,,17.7,,2/21/2012 0:00,,,1.24E+18,6,0.008974151,150.3635157,36.67001344,22.36782,22.17574,22.54149,23.03049,22.82689,129,3704,301,121,3
5900,136.99513,41.70553,SN,,,,,,,,,0,1,,18.3,,2/20/2012 0:00,,,1.24E+18,6,0.046441007,136.9944945,41.70491845,22.17239,21.83026,21.84554,21.97255,21.88953,129,2830,301,195,5
6134,12.53729,-5.18819,SN,,,,,,,,,0,1,,16.6,,1/26/2012 0:00,,,1.24E+18,6,0.060375813,12.53634412,-5.188543827,21.53654,21.4982,21.25713,21.89249,21.56445,126,7881,301,105,3
6122,8.62829,30.40175,SN,,,,,,,,,0,1,,16,,1/8/2012 0:00,,,1.24E+18,6,0.037306335,8.627592421,30.40190686,23.64637,23.15894,22.74779,23.26195,22.35285,288,8116,301,280,5
5872,242.62729,27.50014,SN,,,,,,,,,0,1,,19,,6/1/2011 0:00,,,1.24E+18,6,0.023651446,242.6274263,27.50051519,24.36713,22.63519,21.7163,21.37709,20.88553,383,3997,301,54,2
5871,330.81308,0.57369,SN,,,,,,,,,0,1,,18.5,,6/7/2011 0:00,,,1.24E+18,6,0.035116723,330.8125203,0.573518786,21.90563,21.16701,20.98681,20.80953,20.94313,122,4192,301,161,5
5861,163.48762,23.37625,SN,,,,,,,,,0,1,,16.5,,12/30/2011 0:00,,,1.24E+18,3,0.013492021,163.4878278,23.37636911,21.1607,20.22119,19.99763,19.90915,19.76222,602,5140,301,81,3
5833,21.64454,31.61767,SN,,,,,,,,,0,1,,18,,7/31/2011 0:00,,,1.24E+18,3,0.104470777,21.64265415,31.61834286,21.23332,20.52073,20.39986,20.09622,20.72445,293,8112,301,63,4
5827,177.00133,4.49642,SN,,,,,,,,,0,1,,16.1,,11/21/2011 0:00,,,1.24E+18,6,0.132101047,177.0030247,4.495008256,21.98785,22.77386,22.8142,24.26477,22.8269,207,2126,301,386,2
5823,145.54733,4.67308,SN,,,,,,,,,0,1,,16.1,,11/10/2011 0:00,,,1.24E+18,3,0.030430903,145.5478345,4.673146339,15.36168,13.87626,12.96335,12.58509,12.24553,12,2986,301,180,1
5817,34.61592,5.55458,SN,,,,,,,,,0,1,,19.5,,11/19/2011 0:00,,,1.24E+18,6,0.070793116,34.61687799,5.553885028,24.96682,24.27523,22.58447,21.66199,21.40975,219,5714,301,104,1
5815,151.546,25.15042,SN,,,,,,,,,0,1,,18.5,,10/31/2011 0:00,,,1.24E+18,6,0.040789442,151.5467489,25.15047064,22.19575,22.10113,22.05655,22.39187,22.48389,139,5071,301,247,2
5795,30.55575,-6.08378,SN,,,,,,,,,0,1,,18.8,,10/27/2011 0:00,,,1.24E+18,6,0.216610593,30.55488818,-6.080273011,24.10168,20.98555,20.19304,19.95251,19.82786,202,7885,301,84,5
5791,200.14746,34.13936,SN,,,,,,,,,0,1,,17.9,,2/11/2011 0:00,,,1.24E+18,3,0.003429387,200.1475262,34.13937623,15.80483,14.46253,13.85344,13.55046,13.26707,233,4576,301,531,4
5789,347.95304,31.01647,SN,,,,,,,,,0,1,,18.3,,10/28/2011 0:00,,,1.24E+18,6,0.10244773,347.9515196,31.01536656,24.58759,23.69511,22.59888,22.85108,21.3835,433,8115,301,180,3
5771,69.7835,11.531,SN,,,,,,,,,0,1,,18.4,,9/30/2011 0:00,,,1.24E+18,6,0.034395856,69.78366209,11.53155083,22.56481,21.86523,21.0274,20.72745,20.71064,319,6514,301,75,6
5750,19.5325,17.55828,SN,,,,,,,,,0,1,,18.2,,8/26/2011 0:00,,,1.24E+18,3,0.114614254,19.53077125,17.55731439,21.15355,21.34847,22.00041,21.75378,22.52087,308,7845,301,73,5
5707,352.73758,15.49008,SN,,,,,,,,,0,1,,17.7,,7/18/2011 0:00,,,1.24E+18,3,0.049712157,352.7367324,15.48994121,20.66009,19.87773,19.72701,19.7867,19.62123,138,1739,301,256,5
5699,352.33387,3.38572,SN,,,,,,,,,0,1,,16.8,,6/28/2011 0:00,,,1.24E+18,3,0.008270962,352.3339584,3.385614138,21.55221,21.19742,21.17332,21.35615,21.36762,171,7717,301,278,6
5697,247.91437,41.48969,SN,,,,,,,,,0,1,,17.5,,6/24/2011 0:00,,,1.24E+18,6,0.044276404,247.9139798,41.49036759,22.2233,22.68473,22.68759,22.42555,22.81777,217,2328,301,42,4
5694,216.1505,35.27742,SN,,,,,,,,,0,1,,18.6,,6/8/2011 0:00,,,1.24E+18,3,0.001585489,216.1505015,35.2773936,21.28511,20.43586,20.39297,20.34249,20.39529,17,3900,301,542,3
5691,14.94896,-7.57236,SN,,,,,,,,,0,1,,16.3,,5/15/2011 0:00,,,1.24E+18,3,0.039060369,14.94911117,-7.572993525,21.93932,22.06414,24.80204,24.36181,22.82691,115,8067,301,68,3
5685,315.17583,17.80611,SN,,,,,,,,,0,1,,16.5,,6/12/2011 0:00,,,1.24E+18,6,0.012652992,315.175884,17.80590547,21.47855,20.43746,19.95541,19.3818,19.40583,448,4836,301,84,6
5676,207.27458,17.23347,SN,,,,,,,,,0,1,,17.4,,5/12/2011 0:00,,,1.24E+18,3,0.012836382,207.2747539,17.23333521,22.27295,21.30693,21.24162,21.40547,21.68872,120,5326,301,49,6
5653,144.5345,9.51975,SN,,,,,,,,,0,1,,18.2,,4/28/2011 0:00,,,1.24E+18,3,0.087626217,144.5358879,9.520259212,15.83615,22.93335,27.03841,22.16753,21.17861,41,3630,301,188,3
5639,219.20767,23.03067,SN,,,,,,,,,0,1,,18.5,,3/27/2011 0:00,,,1.24E+18,3,0.014843226,219.2079165,23.03057123,22.63578,22.20629,21.71205,21.32247,21.49671,678,4674,301,106,3
5634,244.1765,0.24164,SN,,,,,,,,,0,1,,18.9,,3/8/2011 0:00,,,1.24E+18,6,0.070423739,244.1776384,0.241354207,24.63466,23.43225,22.4721,23.53126,22.82689,83,2346,301,73,4
5611,45.85504,4.49442,SN,,,,,,,,,0,1,,19,,1/27/2011 0:00,,,1.24E+18,3,0.075895278,45.85610295,4.495110729,21.60033,20.77314,20.55395,20.609,20.46382,108,7718,301,294,5
5610,40.70058,28.57383,SN,,,,,,,,,0,1,,18,,1/24/2011 0:00,,,1.24E+18,3,0.042682469,40.70132251,28.57411434,14.84023,13.1938,12.27962,11.78789,11.42576,9,5934,301,129,2
5887,8.2135,11.73542,SN,,,,,,,,,0,1,,18.6,,1/16/2011 0:00,,,1.24E+18,6,0.044286637,8.214230266,11.73523675,22.44685,22.31857,23.1925,24.3618,22.8269,200,7787,301,255,2
5879,208.58317,32.92761,SN,,,,,,,,,0,1,,18.1,,1/18/2011 0:00,,,1.24E+18,6,0.009198196,208.5832258,32.92775598,21.07484,21.22279,24.80202,24.3618,22.8269,33,4570,301,13,4
